Row_ID,Order_iD,Order_Date,Order_Priority,Order_Quantity,Sales,Discount,Ship Mode,Profit,Unit_Price,Shipping_Cost,Customer_Name,Province,Region,Customer_Segment,Product_Category,Product_Sub_Category,Product_Name,Product_Container,Product_Base_Margin,Ship_Date
833,5986,21/04/2012,High,20,1022,0.05,Delivery Truck,65,51,14.19,Filia McAdams,Ontario,Ontario,Small Business,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,22/04/2012
834,5986,21/04/2012,High,41,205,0.03,Regular Air,-149,5,4.93,Filia McAdams,Ontario,Ontario,Small Business,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.66,22/04/2012
845,6053,11/12/2010,Medium,4,16,0.04,Regular Air,-4,4,1.49,Maureen Fritzler,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,13/12/2010
893,6432,10/11/2011,Critical,30,311,0.08,Regular Air,-38,11,4.5,Lena Creighton,Ontario,Ontario,Corporate,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,12/11/2011
906,6502,20/08/2011,Medium,16,116,0.1,Express Air,-36,8,5.83,Max Jones,Ontario,Ontario,Home Office,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,20/08/2011
907,6502,20/08/2011,Medium,30,307,0.05,Regular Air,13,10,5.12,Max Jones,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1948,Small Box,0.4,23/08/2011
921,6656,15/05/2009,Critical,45,1802,0.02,Regular Air,509,39,10.55,Dennis Bolton,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers,Small Box,0.37,15/05/2009
922,6656,15/05/2009,Critical,50,1832,0.1,Regular Air,805,38,2.99,Dennis Bolton,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,Small Box,0.35,16/05/2009
971,7072,04/02/2012,Critical,29,259,0.07,Regular Air,-16,9,5.6,Maureen Fritzler,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.36,04/02/2012
1015,7429,26/05/2010,Not Specified,33,1379,0.04,Regular Air,-471,40,19.99,Art Foster,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77,27/05/2010
1016,7429,26/05/2010,Not Specified,6,168,0.09,Express Air,102,26,6.93,Art Foster,Ontario,Ontario,Home Office,Furniture,Office Furnishings,DAX Natural Wood-Tone Poster Frame,Small Box,0.49,27/05/2010
1075,7910,20/04/2010,Critical,41,1871,0.01,Regular Air,346,46,4.8,Erica Hackney,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Wrap Bag,0.68,23/04/2010
1076,7910,20/04/2010,Critical,22,730,0.08,Regular Air,250,35,5.09,Erica Hackney,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1932,Small Box,0.38,20/04/2010
1096,8035,01/03/2012,Medium,7,104,0.07,Regular Air,-24,14,6.75,Don Weiss,Ontario,Ontario,Corporate,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,03/03/2012
1220,8961,28/06/2011,Low,15,628,0,Regular Air,-12,40,4,Jessica Myrick,Ontario,Ontario,Small Business,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7,03/07/2011
1311,9606,27/07/2009,Not Specified,39,493,0.02,Regular Air,263,13,0.49,Darrin Martin,Ontario,Ontario,Small Business,Office Supplies,Labels,Round Specialty Laser Printer Labels,Small Box,0.38,27/07/2009
1312,9606,27/07/2009,Not Specified,37,192,0.07,Express Air,37,5,2.04,Darrin Martin,Ontario,Ontario,Small Business,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,29/07/2009
1348,9857,11/05/2010,High,16,2366,0.1,Regular Air,704,163,19.99,Bruce Degenhardt,Ontario,Ontario,Home Office,Office Supplies,Envelopes,Multimedia Mailers,Small Box,0.39,13/05/2010
1349,9857,11/05/2010,High,49,676,0.06,Regular Air,-17,14,8.78,Bruce Degenhardt,Ontario,Ontario,Home Office,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,Small Box,0.43,11/05/2010
1350,9857,11/05/2010,High,16,293,0.05,Regular Air,-94,21,3.3,Bruce Degenhardt,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,13/05/2010
1502,10851,06/04/2009,High,14,571,0.02,Express Air,4,46,4.99,Jenna Caffey,Ontario,Ontario,Consumer,Technology,Telephones and Communication,600 Series Non-Flip,Small Box,0.57,07/04/2009
1554,11233,30/08/2011,Not Specified,25,277,0.02,Regular Air,36,11,4.8,Kalyca Meade,Ontario,Ontario,Corporate,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Small Box,0.36,01/09/2011
1593,11493,20/10/2011,Critical,16,112,0.01,Regular Air,38,6,1.22,Dennis Bolton,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Wrap Bag,0.4,22/10/2011
1614,11684,27/07/2012,High,8,1174,0,Regular Air,54,141,24.49,Jenna Caffey,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,29/07/2012
1664,11975,13/04/2011,Critical,43,211,0.08,Regular Air,-146,5,5.74,Max Jones,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,15/04/2011
1878,13537,30/05/2010,Low,41,317,0.03,Regular Air,110,7,1.71,Lena Creighton,Ontario,Ontario,Home Office,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag,0.4,01/06/2010
1912,13670,23/05/2012,Critical,27,116,0.04,Express Air,58,4,0.5,Art Foster,Ontario,Ontario,Home Office,Office Supplies,Labels,Avery 501,Small Box,0.38,26/05/2012
1922,13764,13/07/2011,Medium,31,124,0.1,Regular Air,12,4,0.94,Ken Brennan,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,0.56,14/07/2011
1948,13953,31/05/2011,Critical,32,381,0.04,Regular Air,68,11,5.01,Jenna Caffey,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 188,Small Box,0.36,02/06/2011
1981,14119,31/05/2010,Low,24,103,0.06,Regular Air,-95,4,6.92,Troy Blackwell,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Eldon® Image Series Desk Accessories, Burgundy",Small Box,0.49,04/06/2010
1982,14119,31/05/2010,Low,35,1599,0.04,Regular Air,297,56,3.3,Troy Blackwell,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Accessory24,Small Pack,0.59,05/06/2010
1983,14119,31/05/2010,Low,31,968,0.05,Regular Air,-159,36,5,Troy Blackwell,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Accessory27,Small Box,0.85,02/06/2010
2020,14402,14/10/2010,Medium,1,184,0.05,Delivery Truck,-106,161,30,Jessica Myrick,Ontario,Ontario,Small Business,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,16/10/2010
2032,14499,14/11/2010,Low,28,575,0.06,Regular Air,-149,21,6.5,Harry Marie,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,19/11/2010
2110,15079,15/01/2010,Medium,45,3753,0,Regular Air,1276,81,7.18,Erica Hackney,Ontario,Ontario,Small Business,Technology,Computer Peripherals,Logitech Cordless Navigator Duo,Small Box,0.48,18/01/2010
2111,15079,15/01/2010,Medium,23,1131,0.01,Regular Air,468,49,5.97,Erica Hackney,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1917,Small Box,0.38,16/01/2010
2134,15236,09/04/2012,Not Specified,33,341,0.06,Regular Air,72,11,2.99,Lena Creighton,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D® Binders,Small Box,0.38,10/04/2012
2135,15236,09/04/2012,Not Specified,30,381,0.01,Express Air,31,12,6.2,Lena Creighton,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon® 500 Class™ Desk Accessories,Wrap Bag,0.52,11/04/2012
2148,15397,06/02/2010,Critical,42,223,0,Express Air,-112,5,4.32,Troy Blackwell,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Small Pack,0.64,08/02/2010
2149,15397,06/02/2010,Critical,29,1178,0.07,Regular Air,-54,41,6.5,Troy Blackwell,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Targus USB Numeric Keypad,Small Box,0.74,06/02/2010
2150,15397,06/02/2010,Critical,43,122,0.01,Regular Air,-51,3,2.4,Troy Blackwell,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,07/02/2010
2185,15719,18/01/2011,Critical,18,5405,0.07,Delivery Truck,604,301,64.73,Troy Blackwell,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,19/01/2011
2226,16098,21/07/2012,Low,44,1002,0.09,Regular Air,334,25,2.99,Patricia Hirasaki,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box,0.39,23/07/2012
2282,16450,15/05/2011,Medium,12,74,0.03,Regular Air,6,6,2.5,Dennis Bolton,Ontario,Ontario,Small Business,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box,0.36,15/05/2011
2371,17186,26/01/2009,Medium,49,4322,0.08,Regular Air,-1549,91,56.2,Ken Brennan,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Medium Box,0.74,28/01/2009
2372,17186,26/01/2009,Medium,11,67,0.07,Regular Air,-30,6,5.35,Ken Brennan,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1947,Small Box,0.4,28/01/2009
2397,17379,14/08/2011,Critical,29,3218,0.08,Delivery Truck,-1249,115,58.72,Harry Marie,Ontario,Ontario,Consumer,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Jumbo Box,0.76,16/08/2011
2424,17573,04/09/2011,Low,23,221,0.02,Regular Air,-26,9,7.29,Clytie Kelty,Ontario,Ontario,Small Business,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Small Pack,0.45,08/09/2011
2441,17702,13/04/2012,High,48,369,0.09,Regular Air,-306,8,9.23,Mark Cousins,Ontario,Ontario,Home Office,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,14/04/2012
2576,18595,31/01/2009,Critical,6,451,0.1,Regular Air,-35,79,13.99,Art Foster,Ontario,Ontario,Home Office,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,Medium Box,0.52,02/02/2009
2577,18595,31/01/2009,Critical,16,139,0.03,Regular Air,1,8,2.64,Art Foster,Ontario,Ontario,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Elite Stainless Steel Scissors,Small Pack,0.59,02/02/2009
2655,19205,26/07/2010,Medium,47,1291,0.04,Regular Air,480,26,5.86,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1935,Small Box,0.39,27/07/2010
2656,19205,26/07/2010,Medium,31,108,0,Regular Air,2,3,1.86,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Wrap Bag,0.41,28/07/2010
2694,19494,12/01/2010,High,39,857,0.05,Regular Air,196,22,8.99,Clytie Kelty,Ontario,Ontario,Small Business,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Small Pack,0.41,14/01/2010
2695,19494,12/01/2010,High,2,9,0.03,Regular Air,-7,3,3.5,Clytie Kelty,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Rogers Handheld Barrel Pencil Sharpener,Small Pack,0.58,15/01/2010
2699,19523,30/11/2011,High,44,156,0.04,Regular Air,-10,4,2.2,Jim Sink,Ontario,Ontario,Corporate,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Wrap Bag,0.39,01/12/2011
2842,20482,18/07/2011,Medium,38,4650,0.04,Delivery Truck,-1143,121,60.19,Steven Roelle,Ontario,Ontario,Small Business,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Jumbo Box,0.71,18/07/2011
2843,20482,18/07/2011,Medium,39,498,0.03,Regular Air,92,12,5.09,Steven Roelle,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1907,Small Box,0.38,20/07/2011
2963,21414,04/05/2011,Critical,43,104,0.09,Express Air,-73,3,1.92,Harry Marie,Ontario,Ontario,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Letter Slitter,Wrap Bag,0.82,04/05/2011
2967,21445,17/11/2009,Low,14,75,0.02,Express Air,-64,4,6.89,Clytie Kelty,Ontario,Ontario,Small Business,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Small Box,0.6,21/11/2009
2968,21445,17/11/2009,Low,43,400,0.07,Regular Air,-39,9,5.76,Clytie Kelty,Ontario,Ontario,Small Business,Technology,Office Machines,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Medium Box,0.39,21/11/2009
2987,21573,25/04/2012,Critical,31,96,0.05,Regular Air,24,3,0.99,Don Weiss,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery 511,Small Box,0.37,27/04/2012
2988,21573,25/04/2012,Critical,7,70,0,Regular Air,8,9,3.72,Don Weiss,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Small Pack,0.4,27/04/2012
2989,21573,25/04/2012,Critical,3,235,0.04,Delivery Truck,54,71,89.3,Don Weiss,Ontario,Ontario,Corporate,Furniture,Tables,KI Conference Tables,Jumbo Box,0.69,27/04/2012
3004,21636,10/08/2009,Low,16,377,0,Express Air,-53,22,15.1,Fred Wasserman,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,17/08/2009
3005,21636,10/08/2009,Low,6,40,0.07,Regular Air,-24,6,4.69,Fred Wasserman,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Small Box,0.68,15/08/2009
3030,21795,13/06/2010,Not Specified,10,279,0.05,Express Air,-77,27,4,Jessica Myrick,Ontario,Ontario,Small Business,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,14/06/2010
3031,21795,13/06/2010,Not Specified,28,492,0.1,Regular Air,5,19,9.03,Jessica Myrick,Ontario,Ontario,Small Business,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,15/06/2010
3044,21859,18/11/2011,High,42,401,0.07,Regular Air,13,10,5.71,Kalyca Meade,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Staples 10"" Round Wall Clock",Small Box,0.41,19/11/2011
3069,21989,10/02/2011,Low,9,119,0.03,Regular Air,31,12,6.2,Lena Creighton,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon® 500 Class™ Desk Accessories,Wrap Bag,0.52,10/02/2011
3070,21989,10/02/2011,Low,35,3814,0.04,Regular Air,1077,126,4.2,Lena Creighton,Ontario,Ontario,Home Office,Technology,Telephones and Communication,i1000plus,Small Box,0.57,10/02/2011
3090,22151,31/07/2010,High,20,515,0.04,Regular Air,10,25,12.98,Beth Thompson,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,01/08/2010
3161,22688,17/04/2012,Medium,40,2044,0.1,Regular Air,335,66,5.63,Maureen Fritzler,Ontario,Ontario,Corporate,Technology,Telephones and Communication,2190,Small Box,0.56,18/04/2012
3197,22916,02/02/2012,Medium,18,122,0.04,Regular Air,-115,6,10.05,Pete Takahito,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1997,Small Box,0.37,03/02/2012
3202,22951,03/05/2012,Medium,24,1304,0.1,Regular Air,34,66,8.99,Lena Creighton,Ontario,Ontario,Corporate,Technology,Telephones and Communication,StarTAC Analog,Small Box,0.6,03/05/2012
3205,22980,01/10/2012,Not Specified,10,56,0.06,Regular Air,-28,5,5.49,Rob Haberlin,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1952,Small Box,0.38,02/10/2012
3281,23429,19/03/2009,Critical,28,155,0.06,Regular Air,-83,5,5.63,Beth Thompson,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Small Box,0.39,19/03/2009
3282,23429,19/03/2009,Critical,19,1063,0.07,Express Air,107,66,5.26,Beth Thompson,Ontario,Ontario,Corporate,Technology,Telephones and Communication,8860,Small Box,0.56,21/03/2009
3315,23681,19/05/2012,High,42,4183,0,Express Air,-785,96,35,Jenna Caffey,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,Safco Industrial Wire Shelving,Large Box,0,21/05/2012
3405,24263,15/09/2012,Low,16,513,0.1,Delivery Truck,-177,34,19.19,Rob Haberlin,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Jumbo Drum,0.58,22/09/2012
3430,24455,06/12/2009,Not Specified,8,169,0,Regular Air,-11,21,1.99,Fred Wasserman,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.48,08/12/2009
3431,24455,06/12/2009,Not Specified,41,153,0.07,Regular Air,27,4,0.83,Fred Wasserman,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Fluorescent Highlighters by Dixon,Wrap Bag,0.51,09/12/2009
3471,24707,10/03/2012,Medium,14,1961,0,Regular Air,761,137,24.49,Don Weiss,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Large Box,0.59,11/03/2012
3472,24707,10/03/2012,Medium,3,5,0.1,Regular Air,-2,1,0.7,Don Weiss,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag,0.37,12/03/2012
3523,25091,19/02/2010,Medium,4,157,0.01,Regular Air,-25,35,14.72,Lena Creighton,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,Small Box,0.37,22/02/2010
3673,26305,02/12/2010,Medium,50,1118,0.07,Regular Air,-123,22,15.1,Max Jones,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,04/12/2010
3674,26305,02/12/2010,Medium,13,3504,0.01,Delivery Truck,-633,262,62.74,Max Jones,Ontario,Ontario,Home Office,Furniture,Tables,Bevis Boat-Shaped Conference Table,Jumbo Box,0.75,03/12/2010
3789,26982,28/04/2012,Not Specified,37,1985,0.05,Express Air,585,55,14.3,Clytie Kelty,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 194,Small Box,0.37,29/04/2012
3800,27106,01/12/2011,High,1,14,0.06,Regular Air,-5,11,2.99,Lena Creighton,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D® Binders,Small Box,0.38,03/12/2011
3801,27106,01/12/2011,High,50,531,0.08,Regular Air,233,11,1.39,Lena Creighton,Ontario,Ontario,Home Office,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,Small Box,0.39,01/12/2011
3802,27106,01/12/2011,High,29,3525,0.08,Delivery Truck,-570,131,30,Lena Creighton,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.78,03/12/2011
3803,27106,01/12/2011,High,42,891,0.05,Regular Air,297,22,3.63,Lena Creighton,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock",Small Pack,0.52,03/12/2011
3804,27106,01/12/2011,High,10,64,0.08,Regular Air,4,7,1.5,Lena Creighton,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Sanford Liquid Accent Highlighters,Wrap Bag,0.48,03/12/2011
3859,27527,30/11/2010,Medium,37,377,0.09,Regular Air,1,10,5.4,Rob Haberlin,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Small Pack,0.51,03/12/2010
3886,27746,04/12/2010,Critical,3,1541,0.04,Regular Air,-1573,500,24.49,Jenna Caffey,Ontario,Ontario,Consumer,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,04/12/2010
3900,27811,04/03/2011,Not Specified,4,74,0.06,Regular Air,-40,16,13.18,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,05/03/2011
3923,27974,07/10/2010,High,35,897,0.08,Regular Air,127,27,5.3,Art Foster,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,SAFCO Optional Arm Kit for Workspace® Cribbage Stacking Chair,Medium Box,0,08/10/2010
3924,27974,07/10/2010,High,27,306,0.08,Regular Air,-7,12,6.2,Art Foster,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon® 500 Class™ Desk Accessories,Wrap Bag,0.52,08/10/2010
4031,28774,01/01/2009,High,32,180,0.1,Regular Air,-112,6,4.69,Jessica Myrick,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Small Box,0.68,02/01/2009
4174,29607,13/03/2012,Medium,20,241,0.05,Regular Air,21,12,5.09,Ken Brennan,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1907,Small Box,0.38,15/03/2012
4183,29730,16/06/2010,Critical,21,3073,0.08,Delivery Truck,-365,151,39.25,Ken Brennan,Ontario,Ontario,Consumer,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.75,18/06/2010
4236,30144,06/08/2011,Low,25,5503,0.08,Delivery Truck,-529,219,69.64,Joe Kamberova,Ontario,Ontario,Small Business,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,11/08/2011
4389,31266,03/10/2012,High,16,6574,0.04,Delivery Truck,1197,400,12.06,Rob Haberlin,Ontario,Ontario,Corporate,Technology,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,Jumbo Box,0.56,04/10/2012
4408,31456,15/11/2012,High,10,225,0.02,Regular Air,64,21,2.99,Lena Creighton,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Acco D-Ring Binder w/DublLock®,Small Box,0.36,17/11/2012
4418,31522,25/05/2010,Medium,14,302,0.04,Regular Air,134,22,3.63,Max Jones,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock",Small Pack,0.52,27/05/2010
4419,31522,25/05/2010,Medium,42,1083,0.03,Delivery Truck,-226,26,14.36,Max Jones,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,0.6,27/05/2010
4685,33319,27/03/2009,Not Specified,11,1736,0.01,Delivery Truck,-506,151,60.2,Don Weiss,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,"Global Leather & Oak Executive Chair, Burgundy",Jumbo Drum,0.77,30/03/2009
4724,33635,12/07/2009,High,5,478,0.04,Delivery Truck,-173,91,28,Darrin Martin,Ontario,Ontario,Small Business,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,Jumbo Drum,0.38,13/07/2009
4725,33635,12/07/2009,High,4,112,0.07,Regular Air,-96,20,35,Darrin Martin,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Large Box,0.84,13/07/2009
4787,33988,10/01/2009,Medium,30,165,0,Regular Air,-128,5,5.14,Rob Haberlin,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79,11/01/2009
4798,34087,24/07/2009,Low,31,3078,0.05,Regular Air,745,116,5.26,Jim Sink,Ontario,Ontario,Corporate,Technology,Telephones and Communication,636,Small Box,0.57,28/07/2009
4875,34691,14/01/2009,Critical,27,218,0.08,Regular Air,-169,8,9.23,Clytie Kelty,Ontario,Ontario,Small Business,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,16/01/2009
4876,34691,14/01/2009,Critical,23,7203,0.02,Delivery Truck,1425,306,26.53,Clytie Kelty,Ontario,Ontario,Small Business,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum,0.56,14/01/2009
4877,34691,14/01/2009,Critical,13,246,0.1,Express Air,-7,19,9.54,Clytie Kelty,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1939,Small Box,0.37,16/01/2009
4888,34785,25/01/2010,Critical,45,15468,0.01,Delivery Truck,-969,401,42.52,Jim Sink,Ontario,Ontario,Corporate,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.71,28/01/2010
4904,34883,04/11/2009,Critical,31,906,0.05,Regular Air,249,36,5.99,Pete Takahito,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Accessory41,Wrap Bag,0.38,05/11/2009
4930,35077,07/10/2011,High,29,81,0.06,Regular Air,-2,3,0.96,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.58,08/10/2011
5072,36132,09/04/2012,Low,3,605,0.03,Delivery Truck,-573,237,59.24,Hallie Redmond,Ontario,Ontario,Home Office,Furniture,Tables,Chromcraft Rectangular Conference Tables,Jumbo Box,0.61,14/04/2012
5073,36133,20/08/2011,Medium,6,129,0,Regular Air,-8,20,8.68,Katrina Willman,Ontario,Ontario,Consumer,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,21/08/2011
5330,37891,20/10/2011,High,24,163,0.04,Regular Air,-66,6,6.6,Steven Roelle,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 21,Small Box,0.37,22/10/2011
5331,37891,20/10/2011,High,21,44,0.06,Express Air,-9,2,0.7,Steven Roelle,Ontario,Ontario,Small Business,Office Supplies,Rubber Bands,"Brites Rubber Bands, 1 1/2 oz. Box",Wrap Bag,0.83,22/10/2011
5332,37891,20/10/2011,High,4,1136,0.02,Delivery Truck,-628,260,66.67,Steven Roelle,Ontario,Ontario,Small Business,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,0.61,20/10/2011
